File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\PaxHeaders.20920\zlib.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\gzip\PaxHeaders.20920\zutil.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\lzw\ftzopen.h,172,60,33,0,33,13,79,515,19,106
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\lzw\PaxHeaders.20920\ftzopen.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\otvalid.h,79,37,6,0,21,2,21,124,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\otvcommn.h,438,252,47,3,100,6,86,238,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\otverror.h,43,9,0,0,11,1,23,108,22,104
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\otvgpos.h,37,8,1,0,12,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\otvmod.h,44,11,1,0,15,1,18,86,17,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\PaxHeaders.20920\otvalid.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\PaxHeaders.20920\otvcommn.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\PaxHeaders.20920\otverror.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\PaxHeaders.20920\otvgpos.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\otvalid\PaxHeaders.20920\otvmod.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\pcf.h,238,151,81,0,60,3,27,204,25,182
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\pcfdrivr.h,49,11,1,0,12,1,26,181,25,177
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\pcferror.h,42,9,0,0,11,1,22,101,21,97
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\pcfread.h,46,9,1,0,11,1,26,180,25,176
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\pcfutil.h,56,16,3,0,14,1,26,182,25,178
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\PaxHeaders.20920\pcf.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\PaxHeaders.20920\pcfdrivr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\PaxHeaders.20920\pcferror.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\PaxHeaders.20920\pcfread.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pcf\PaxHeaders.20920\pcfutil.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrcmap.h,47,15,6,0,15,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrdrivr.h,44,11,1,0,16,1,17,85,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrerror.h,42,9,0,0,11,1,22,101,21,97
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrgload.h,50,17,3,0,16,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrload.h,119,63,16,1,31,1,25,125,16,79
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrobjs.h,97,47,22,0,33,8,17,100,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrsbit.h,37,10,1,0,10,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\pfrtypes.h,363,226,154,0,107,4,30,142,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrcmap.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrdrivr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrerror.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrgload.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrload.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrobjs.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrsbit.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pfr\PaxHeaders.20920\pfrtypes.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\afmparse.h,89,45,16,0,26,3,18,99,16,78
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\psauxerr.h,43,9,0,0,11,1,23,106,22,102
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\psauxmod.h,43,11,1,0,15,1,17,85,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\psconv.h,72,36,6,0,19,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\psobjs.h,213,109,29,0,59,1,45,133,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\t1cmap.h,106,33,19,0,32,1,41,143,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\t1decode.h,65,29,5,0,19,1,17,87,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\PaxHeaders.20920\afmparse.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\PaxHeaders.20920\psauxerr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\PaxHeaders.20920\psauxmod.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\PaxHeaders.20920\psconv.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\PaxHeaders.20920\psobjs.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\PaxHeaders.20920\t1cmap.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psaux\PaxHeaders.20920\t1decode.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\pshalgo.h,247,161,84,0,60,11,26,197,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\pshglob.h,197,90,54,0,54,1,53,227,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\pshmod.h,40,8,0,0,15,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\pshnterr.h,42,9,0,0,11,1,22,102,21,98
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\pshpic.h,64,21,5,0,24,3,19,99,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\pshrec.h,177,75,45,0,51,1,51,238,26,142
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\PaxHeaders.20920\pshalgo.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\PaxHeaders.20920\pshglob.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\PaxHeaders.20920\pshmod.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\PaxHeaders.20920\pshnterr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\PaxHeaders.20920\pshpic.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\pshinter\PaxHeaders.20920\pshrec.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\psmodule.h,39,8,0,0,14,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\psnamerr.h,43,9,0,0,11,1,23,106,22,102
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\pspic.h,67,25,6,0,23,3,19,98,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\pstables.h,4171,4093,56,14,44,1,34,201,17,91
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\PaxHeaders.20920\psmodule.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\PaxHeaders.20920\psnamerr.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\PaxHeaders.20920\pspic.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\psnames\PaxHeaders.20920\pstables.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\ftmisc.h,143,71,37,8,44,1,28,120,23,105
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\ftraster.h,47,9,1,0,15,1,23,109,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\ftrend1.h,45,9,0,0,15,1,21,119,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\rasterrs.h,43,9,0,0,11,1,23,104,22,100
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\rastpic.h,70,26,8,0,25,3,19,97,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\PaxHeaders.20920\ftmisc.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\PaxHeaders.20920\ftraster.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\PaxHeaders.20920\ftrend1.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\PaxHeaders.20920\rasterrs.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\raster\PaxHeaders.20920\rastpic.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\pngshim.h,50,19,1,0,14,1,17,85,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\sfdriver.h,39,8,0,0,14,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\sferrors.h,41,9,0,0,10,1,22,103,21,99
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\sfntpic.h,115,67,12,0,28,3,20,107,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\sfobjs.h,55,22,3,0,16,1,17,84,16,80
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttbdf.h,47,14,2,0,16,1,17,86,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttcmap.h,159,107,23,0,34,5,18,108,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttcmapc.h,57,27,0,0,13,0,17,81,16,79
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttkern.h,53,18,3,0,17,1,18,101,17,97
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttload.h,113,56,14,0,39,2,18,102,17,96
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttmtx.h,56,22,3,0,17,1,17,90,16,86
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttpost.h,47,14,2,0,15,1,18,91,17,87
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\ttsbit.h,64,28,5,0,19,1,17,87,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\pngshim.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\sfdriver.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\sferrors.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\sfntpic.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\sfobjs.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttbdf.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttcmap.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttcmapc.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttkern.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttload.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttmtx.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttpost.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\sfnt\PaxHeaders.20920\ttsbit.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\ftgrays.h,59,20,2,0,14,2,25,128,16,79
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\ftsmerrs.h,43,9,0,0,11,1,23,104,22,100
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\ftsmooth.h,50,15,0,0,18,1,17,83,16,79
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\ftspic.h,75,30,10,0,26,3,19,97,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\PaxHeaders.20920\ftgrays.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\PaxHeaders.20920\ftsmerrs.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\PaxHeaders.20920\ftsmooth.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\smooth\PaxHeaders.20920\ftspic.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttdriver.h,39,8,0,0,14,1,17,85,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\tterrors.h,42,9,0,0,10,1,23,102,22,98
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttgload.h,63,28,4,0,18,1,17,85,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttgxvar.h,183,70,30,0,44,4,69,264,16,83
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttinterp.h,398,194,110,0,100,77,104,800,16,81
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttobjs.h,443,156,103,0,105,35,182,958,16,79
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttpic.h,82,39,8,0,24,3,19,99,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttpload.h,76,34,9,0,25,1,17,86,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\ttsubpix.h,111,61,3,0,22,2,28,127,16,78
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttdriver.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\tterrors.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttgload.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttgxvar.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttinterp.h,4,3,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttobjs.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttpic.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttpload.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\truetype\PaxHeaders.20920\ttsubpix.h,3,2,0,0,1,0,0,0,0,0
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\type1\t1afm.h,55,24,4,0,14,1,17,88,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\type1\t1driver.h,43,11,1,0,15,1,17,86,16,82
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\type1\t1errors.h,42,9,0,0,11,1,22,103,21,99
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\type1\t1gload.h,54,21,3,0,16,1,17,88,16,84
C:\Users\demx\Documents\Visual Studio 2012\Projects\EngineFinal\DemxEngine\External\FreeFont\freetype-2.5.2\src\type1\t1load.h,103,50,20,0,33,7,20,140,16,84
